,period_begin,period_end,region,property_type,median_sale_price,median_sale_price_yoy,median_list_price,median_list_price_yoy,new_listings,new_listings_yoy,county,year,date
1547,2022-07-01,2022-07-31,"Travis County, TX",All Residential,600150.0,0.0887074829931973,589810.0,0.123447619047619,2426.0,-0.0552959501557632,Travis County,2022,2022-07-31
956,2022-07-01,2022-07-31,"Williamson County, TX",All Residential,486400.0,0.1054545454545454,489000.0,0.1002374847986105,1691.0,-0.013418903150525,Williamson County,2022,2022-07-31
1121,2022-08-01,2022-08-31,"Bastrop County, TX",All Residential,412000.0,0.0966897006995388,423162.5,0.0920463489851481,162.0,0.0519480519480519,Bastrop County,2022,2022-08-31
240,2022-08-01,2022-08-31,"Caldwell County, TX",All Residential,324995.0,0.0116575875486382,352450.0,0.2261262828317969,44.0,0.0476190476190476,Caldwell County,2022,2022-08-31
2332,2022-08-01,2022-08-31,"Hays County, TX",All Residential,434500.0,0.0848938826466916,465000.0,0.0689655172413792,452.0,-0.2377740303541315,Hays County,2022,2022-08-31
773,2022-08-01,2022-08-31,"Travis County, TX",All Residential,559345.0,0.0619802544142775,550000.0,0.0476190476190476,1772.0,-0.161778618732261,Travis County,2022,2022-08-31
805,2022-08-01,2022-08-31,"Williamson County, TX",All Residential,480000.0,0.0909090909090908,468000.0,0.0412865674032805,1336.0,-0.0657342657342657,Williamson County,2022,2022-08-31
302,2022-09-01,2022-09-30,"Caldwell County, TX",All Residential,348532.5,0.3569495814677827,333990.0,0.1170234113712374,36.0,0.0285714285714284,Caldwell County,2022,2022-09-30
2305,2022-09-01,2022-09-30,"Hays County, TX",All Residential,414529.0,0.1173288409703503,452500.0,0.0523255813953489,422.0,-0.1474747474747474,Hays County,2022,2022-09-30
2553,2022-09-01,2022-09-30,"Travis County, TX",All Residential,548000.0,0.0745098039215685,579950.0,0.0728400988207915,1906.0,-0.0725060827250608,Travis County,2022,2022-09-30
657,2022-09-01,2022-09-30,"Williamson County, TX",All Residential,457727.5,0.0644825581395349,459870.0,0.0308628968262862,1072.0,-0.1611893583724569,Williamson County,2022,2022-09-30
1524,2022-09-01,2022-09-30,"Bastrop County, TX",All Residential,388024.0,0.0211157894736841,425000.0,0.0651629072681705,167.0,0.2189781021897809,Bastrop County,2022,2022-09-30
2254,2022-10-01,2022-10-31,"Hays County, TX",All Residential,408000.0,0.02,480000.0,0.1843692863434818,345.0,-0.1038961038961039,Hays County,2022,2022-10-31
651,2022-10-01,2022-10-31,"Williamson County, TX",All Residential,460000.0,0.069767441860465,467215.0,0.0740574712643677,957.0,-0.2168576104746317,Williamson County,2022,2022-10-31
2109,2022-10-01,2022-10-31,"Travis County, TX",All Residential,539900.0,0.0283809523809523,599000.0,0.109260286352117,1395.0,-0.27720207253886,Travis County,2022,2022-10-31
1500,2022-10-01,2022-10-31,"Caldwell County, TX",All Residential,322587.5,0.0406048387096773,318990.0,0.0999655172413793,37.0,0.15625,Caldwell County,2022,2022-10-31
1555,2022-10-01,2022-10-31,"Bastrop County, TX",All Residential,382641.5,0.0483328767123287,399295.0,0.0032537688442211,122.0,-0.1586206896551724,Bastrop County,2022,2022-10-31
